Ticker,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,LINK-USD,LINK-USD,LINK-USD,LINK-USD,LINK-USD
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,0.002345999935641885,0.0025160000659525394,0.002309999894350767,0.0024900001008063555,117752841,,,,,,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,17.1127986907959,18.361831665039062,17.088930130004883,18.13519859313965,347229168,164.4893798828125,173.0692138671875,162.77560424804688,170.7799530029297,14997091826,2.4849090576171875,2.836941957473755,2.4656059741973877,2.724108934402466,257924221
2020-01-18,0.0024900001008063555,0.00253800000064075,0.002452000044286251,0.002506999997422099,108133943,,,,,,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,32337772627,18.12964630126953,18.31447982788086,17.555156707763672,17.82391929626465,257317647,170.7477264404297,178.52877807617188,166.7890167236328,175.3656768798828,14929342256,2.7181010246276855,2.7885749340057373,2.603804111480713,2.7741050720214844,167529444
2020-01-19,0.0025140000507235527,0.002570000011473894,0.0023590000346302986,0.0024049999192357063,108085147,,,,,,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,34217320471,17.830989837646484,18.437755584716797,16.84107208251953,17.369253158569336,266285621,175.46759033203125,177.2476348876953,163.67686462402344,166.9698486328125,13713374132,2.77640700340271,2.8369929790496826,2.5574629306793213,2.6189510822296143,175287789
2020-01-20,0.0024049999192357063,0.002423000056296587,0.0023590000346302986,0.0023739999160170555,92022277,,,,,,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,17.39252471923828,17.55373764038086,16.864423751831055,17.325275421142578,245125919,166.9041290283203,169.11488342285156,162.33160400390625,167.12051391601562,11144529787,2.621630907058716,2.7387330532073975,2.552870035171509,2.697299003601074,149645626
2020-01-21,0.0023739999160170555,0.0024029999040067196,0.0023350000847131014,0.0023759999312460423,84321565,,,,,,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,17.32768440246582,18.146684646606445,17.16921615600586,18.127666473388672,295922233,167.0604705810547,169.9101104736328,165.81971740722656,169.69715881347656,9789369362,2.6969220638275146,2.735785961151123,2.584949016571045,2.6735498905181885,118493954
2020-01-22,0.0023759999312460423,0.0023990001063793898,0.002319999970495701,0.002322999993339181,82852580,,,,,,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,18.124231338500977,18.35371208190918,17.598785400390625,17.79836082458496,237634401,169.60853576660156,171.00869750976562,166.77423095703125,168.29415893554688,9209827928,2.6780331134796143,2.6877338886260986,2.6257619857788086,2.6455819606781006,97214236
2020-01-23,0.002322999993339181,0.0023580000270158052,0.0022380000445991755,0.002268000040203333,91866620,,,,,,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,17.81135368347168,17.817012786865234,16.7874755859375,17.021404266357422,221009513,168.2957000732422,168.31224060058594,160.29531860351562,162.92855834960938,10396868698,2.646260976791382,2.64882493019104,2.4366180896759033,2.462109088897705,128284126
2020-01-24,0.002268000040203333,0.0022929999977350235,0.002211000071838498,0.00227600010111928,86865882,,,,,,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,17.031307220458984,17.395034790039062,16.48969841003418,17.047409057617188,213341615,162.8993682861328,164.3094482421875,156.74974060058594,163.05117797851562,10657671162,2.4654510021209717,2.5299079418182373,2.374825954437256,2.504390001296997,121390827
2020-01-25,0.00227600010111928,0.00227600010111928,0.0022350000217556953,0.002256999956443906,82421399,,,,,,8440.119140625,8458.453125,8296.21875,8367.84765625,19647331549,17.04941177368164,17.109012603759766,16.603246688842773,16.976106643676758,208315919,163.06729125976562,163.22723388671875,158.63247680664062,161.283935546875,8256956802,2.5048439502716064,2.511652946472168,2.4289169311523438,2.456526041030884,96793337
2020-01-26,0.002257999964058399,0.0023070001043379307,0.002240000059828162,0.002305000089108944,73458474,,,,,,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,22177678796,16.973331451416016,17.494525909423828,16.873783111572266,17.43863296508789,248646036,161.17681884765625,168.22032165527344,160.2811279296875,168.0771026611328,9261861590,2.4568800926208496,2.5728039741516113,2.4373369216918945,2.571582078933716,101906615
2020-01-27,0.0023040000814944506,0.0024129999801516533,0.00228299992159009,0.002368000103160739,89023414,,,,,,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,17.443195343017578,17.89511489868164,17.279787063598633,17.691341400146484,227584506,168.00885009765625,172.92291259765625,166.90109252929688,170.93089294433594,11004476145,2.5720040798187256,2.6767070293426514,2.5720040798187256,2.609652042388916,125100879
2020-01-28,0.002365000080317259,0.0024500000290572643,0.002363000065088272,0.0024500000290572643,91528771,,,,,,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,17.683528900146484,18.115135192871094,17.499954223632812,18.115135192871094,257579475,170.88485717773438,176.3703155517578,170.73806762695312,176.3703155517578,11772875064,2.6108639240264893,2.6681931018829346,2.5965399742126465,2.655339002609253,130829516
2020-01-29,0.0024510000366717577,0.0024709999561309814,0.0023900000378489494,0.0023900000378489494,80676219,,,,,,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,18.06624412536621,18.433631896972656,17.883756637573242,17.912776947021484,221674739,176.34788513183594,178.8429718017578,175.0503387451172,175.0503387451172,10725267311,2.6556100845336914,2.81472110748291,2.6463170051574707,2.7853240966796875,166469457
2020-01-30,0.002391000045463443,0.002445999998599291,0.0023709998931735754,0.0024399999529123306,83967914,,,,,,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,17.92017936706543,18.703235626220703,17.730592727661133,18.590408325195312,264686498,174.91770935058594,186.26048278808594,172.3746337890625,184.6904754638672,12604789338,2.782404899597168,2.939984083175659,2.724334955215454,2.9129879474639893,189044589
2020-01-31,0.0024399999529123306,0.0024580000899732113,0.0023690001107752323,0.002394000068306923,76519295,,,,,,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,18.590301513671875,18.840961456298828,17.854555130004883,18.210979461669922,245035922,184.73690795898438,185.4058380126953,176.29681396484375,180.16017150878906,11728616394,2.9175350666046143,2.9175350666046143,2.782067060470581,2.823791027069092,132881059
2020-02-01,0.002391000045463443,0.0024309998843818903,0.0023819999769330025,0.0024220000486820936,78730830,,,,,,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,18.202802658081055,18.570148468017578,18.067001342773438,18.218320846557617,238461925,180.11376953125,183.84555053710938,179.74517822265625,183.6739501953125,11569697182,2.8248519897460938,2.8733699321746826,2.7554190158843994,2.8389530181884766,121185567
2020-02-02,0.0024210000410676003,0.0025059999898076057,0.0023950000759214163,0.0024679999332875013,91552515,,,,,,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,18.20256233215332,18.769256591796875,17.89708709716797,18.448184967041016,256209045,183.53250122070312,193.0803985595703,180.1739501953125,188.61753845214844,14054425389,2.8397300243377686,2.892693042755127,2.738210916519165,2.832581043243408,135278751
2020-02-03,0.0024659999180585146,0.002517000073567033,0.0024270000867545605,0.0024399999529123306,78856631,,,,,,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,18.450679779052734,18.787670135498047,18.2275447845459,18.46275520324707,227749150,188.60740661621094,193.4368896484375,188.0126953125,189.8650665283203,12392875241,2.8315110206604004,2.862968921661377,2.7577741146087646,2.7746589183807373,128902317
2020-02-04,0.002437999937683344,0.0025029999669641256,0.0024019998963922262,0.0025029999669641256,89790002,,,,,,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,18.46612548828125,18.595590591430664,17.904842376708984,18.177366256713867,213533737,189.86172485351562,191.1114959716797,185.40362548828125,189.25059509277344,11714191695,2.774677038192749,2.800909996032715,2.6864891052246094,2.7411210536956787,134721884
2020-02-05,0.0025029999669641256,0.002630000002682209,0.002492000116035342,0.0025820001028478146,105741619,,,,,,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,18.19530487060547,19.407155990600586,18.170576095581055,19.215049743652344,301486499,189.29910278320312,206.8040008544922,188.752685546875,204.23023986816406,14865434435,2.740072011947632,2.874556064605713,2.730700969696045,2.8456289768218994,157306879
2020-02-06,0.002583000110462308,0.00267699989490211,0.0025740000419318676,0.002652999944984913,108711614,,,,,,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823716,19.22905731201172,20.79269027709961,19.077112197875977,20.59526252746582,394704716,204.12969970703125,214.59771728515625,201.90406799316406,212.33908081054688,16425589683,2.845249891281128,2.92970609664917,2.8094120025634766,2.8846819400787354,165611492
2020-02-07,0.0026539999525994062,0.0027699999045580626,0.0026469998992979527,0.002768999896943569,130273878,,,,,,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159,20.583084106445312,22.479801177978516,20.4676513671875,22.062257766723633,485529457,212.31588745117188,223.14093017578125,212.30419921875,222.72605895996094,16673443564,2.8841609954833984,3.353101968765259,2.883168935775757,3.3085319995880127,380527539
2020-02-08,0.002767000114545226,0.003208999987691641,0.002722000004723668,0.0031590000726282597,203803814,,,,,,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,35172043762,22.057981491088867,22.165306091308594,20.977909088134766,21.782419204711914,376067881,222.51097106933594,226.5880889892578,215.38629150390625,223.14651489257812,16741203125,3.299607992172241,3.454267978668213,3.1472580432891846,3.414457082748413,305697106
2020-02-09,0.0031560000497847795,0.0035310001112520695,0.003152000019326806,0.0032319999299943447,218861527,,,,,,9863.89453125,10129.435546875,9850.392578125,10116.673828125,35807884663,21.757261276245117,24.308561325073242,21.74898910522461,24.308561325073242,523664695,222.98223876953125,229.86424255371094,222.98223876953125,228.5785675048828,15031356241,3.412976026535034,3.478377103805542,3.2716081142425537,3.4773130416870117,227524199
2020-02-10,0.0032339999452233315,0.0033030000049620867,0.0029039999935775995,0.002985999919474125,195582003,,,,,,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548075,24.342674255371094,25.813199996948242,23.5484561920166,25.21831512451172,730144278,228.54913330078125,229.1846160888672,218.08004760742188,223.522705078125,16210008511,3.4836740493774414,3.484994888305664,3.2932560443878174,3.4114840030670166,232733529
2020-02-11,0.003011000109836459,0.0030849999748170376,0.0028639999218285084,0.0030410001054406166,169747135,,,,,,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389,25.261606216430664,25.702720642089844,24.195768356323242,25.63740348815918,567226060,223.3849334716797,236.54713439941406,218.61761474609375,235.8511962890625,16964695963,3.410835027694702,3.9755589962005615,3.357999086380005,3.9755589962005615,388126746
2020-02-12,0.0030410001054406166,0.003172999946400523,0.0030129998922348022,0.0030930000357329845,181406960,,,,,,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830,25.657011032104492,26.880550384521484,25.419260025024414,26.46676254272461,492328618,235.89822387695312,272.3988342285156,235.89627075195312,265.4061279296875,24545049386,3.975200891494751,4.194424152374268,3.868556022644043,4.025118827819824,455111359
2020-02-13,0.0030640000477433205,0.0032160000409930944,0.0029730000533163548,0.003025999991223216,168543942,,,,,,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071373,26.463499069213867,27.117456436157227,24.75518226623535,25.440099716186523,463998187,265.0527038574219,273.7410583496094,258.9225158691406,268.0992431640625,25801317504,4.017292022705078,4.091565132141113,3.7681610584259033,3.8744349479675293,336049071
2020-02-14,0.0029990000184625387,0.0031469999812543392,0.0029810001142323017,0.0031300000846385956,140849233,,,,,,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,43338264162,25.4344482421875,26.47002410888672,25.154996871948242,26.296958923339844,471534694,268.0232849121094,285.0564270019531,262.76251220703125,284.2174987792969,23558253463,3.875108003616333,4.472705841064453,3.8108561038970947,4.41437292098999,416798319
2020-02-15,0.0030980000738054514,0.00318100000731647,0.0028389999642968178,0.0029200001154094934,144726029,,,,,,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,43865054831,26.300472259521484,26.438310623168945,23.706329345703125,24.14965057373047,454859713,284.5613098144531,287.1236877441406,264.2796630859375,264.72857666015625,23682452994,4.41437292098999,4.607384204864502,4.1114068031311035,4.304660797119141,498446606
2020-02-16,0.0029170000925660133,0.002964999992400408,0.0026259999722242355,0.002773999935016036,149831933,,,,,,9889.1796875,10053.96875,9722.38671875,9934.43359375,43374780305,24.228050231933594,25.212297439575195,22.117130279541016,23.466388702392578,471225913,264.904052734375,272.8824462890625,242.48440551757812,259.89471435546875,25152366643,4.312032222747803,4.830978870391846,4.145688056945801,4.504170894622803,640799699
2020-02-17,0.002739999908953905,0.0027719999197870493,0.0025470000691711903,0.0027119999285787344,149622002,,,,,,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413,23.42188835144043,23.55137825012207,21.69038963317871,23.55137825012207,418783808,259.89056396484375,266.8712463378906,244.3353271484375,266.3634338378906,26024080089,4.489747047424316,4.549448013305664,3.882564067840576,4.297008991241455,529297131
2020-02-18,0.00267699989490211,0.0028460000175982714,0.0026549999602138996,0.0028389999642968178,144188844,,,,,,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953,23.521591186523438,24.298688888549805,22.898273468017578,24.058177947998047,392689678,266.5088195800781,283.1961364746094,261.4638977050781,281.944580078125,26511477187,4.296799182891846,4.592680931091309,4.158082008361816,4.543797016143799,431990469
2020-02-19,0.0028389999642968178,0.002873999997973442,0.002623999956995249,0.002623999956995249,136889052,,,,,,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710,24.074766159057617,24.33191680908203,22.215129852294922,22.333511352539062,298250332,282.0362854003906,283.5379333496094,259.76397705078125,259.76397705078125,22679414413,4.547123908996582,4.820899963378906,4.357399940490723,4.4013261795043945,415141905
2020-02-20,0.002624999964609742,0.0026730000972747803,0.0025690000038594007,0.002658999990671873,187866681,,,,,,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237,22.350000381469727,22.665361404418945,21.3206844329834,22.22914695739746,358656850,259.8198547363281,263.6954040527344,250.95126342773438,257.949462890625,23229828870,4.398290157318115,4.465522766113281,4.128582954406738,4.271368980407715,404800386
2020-02-21,0.002655999967828393,0.0027030000928789377,0.0026140001136809587,0.002647999906912446,157652567,,,,,,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513,22.193645477294922,22.755096435546875,21.87401008605957,22.184877395629883,396181352,257.89111328125,267.0048522949219,255.6890869140625,265.6006164550781,20867593292,4.270018100738525,4.4841461181640625,4.211729049682617,4.292057991027832,339638604
2020-02-22,0.0026499999221414328,0.0026549999602138996,0.0025770000647753477,0.002601000014692545,156145895,,,,,,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,35838025154,22.192750930786133,22.318687438964844,21.673791885375977,21.968481063842773,328794302,265.55157470703125,266.38720703125,258.91314697265625,262.33172607421875,16906032862,4.294083118438721,4.335811138153076,4.069707870483398,4.1029372215271,303556869
2020-02-23,0.0026000000070780516,0.002681999932974577,0.002595999976620078,0.00267999991774559,180747902,,,,,,9663.318359375,9937.404296875,9657.791015625,9924.515625,41185185761,21.977989196777344,22.96941566467285,21.977989196777344,22.82887077331543,439036993,262.2784118652344,273.754150390625,261.96051025390625,273.754150390625,19585998814,4.108078956604004,4.356912136077881,4.0876288414001465,4.243481159210205,299278626
2020-02-24,0.002678999910131097,0.002686999971047044,0.0025569999124854803,0.002589999930933118,159143744,,,,,,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648,22.824918746948242,23.2454833984375,21.607086181640625,22.044126510620117,357640680,273.705078125,275.5395202636719,259.6251525878906,265.2164306640625,22400845640,4.241330146789551,4.268898010253906,3.82273006439209,3.913672924041748,343314668
2020-02-25,0.002589999930933118,0.0025909999385476112,0.002435999922454357,0.0024759999942034483,178541404,,,,,,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129,22.144561767578125,22.144561767578125,20.20130729675293,20.342470169067383,356163893,265.28338623046875,265.4314880371094,246.85899353027344,247.81759643554688,21878882134,3.913309097290039,3.9529941082000732,3.51310396194458,3.51310396194458,340819809
2020-02-26,0.002474999986588955,0.0024870000779628754,0.002211000071838498,0.002339000115171075,201370789,,,,,,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762,20.359813690185547,20.519813537597656,18.137678146362305,18.799131393432617,443909390,247.74020385742188,249.6497039794922,221.2665557861328,225.68026733398438,26235617201,3.512078046798706,3.8260788917541504,3.3406689167022705,3.600724935531616,505501668
2020-02-27,0.002337000099942088,0.0024029999040067196,0.0022980000358074903,0.0023240000009536743,162813946,,,,,,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695,18.788362503051758,19.615055084228516,17.82415771484375,19.122568130493164,406092296,225.68704223632812,237.2289276123047,212.66452026367188,226.75338745117188,25645522790,3.5982279777526855,4.110694885253906,3.4586780071258545,3.9485950469970703,492056386
2020-02-28,0.002322999993339181,0.002372999908402562,0.002225999953225255,0.00228899996727705,153544453,,,,,,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443,19.072938919067383,19.719518661499023,18.09515953063965,18.85483741760254,461435237,226.98760986328125,234.2089385986328,216.34620666503906,226.760498046875,22563530559,3.9463140964508057,4.19926118850708,3.788724899291992,4.161910057067871,506674282
2020-02-29,0.00228599994443357,0.002319999970495701,0.0022299999836832285,0.0022350000217556953,146635830,,,,,,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,35792392544,18.947647094726562,20.182828903198242,18.875795364379883,19.584091186523438,584219366,226.8334503173828,232.25662231445312,219.8485107421875,219.8485107421875,18181296376,4.163207054138184,4.351399898529053,4.108337879180908,4.108541011810303,452201071
2020-03-01,0.0022330000065267086,0.002297000028192997,0.002222999930381775,0.0022750000935047865,162437207,,,,,,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,35349164300,19.574615478515625,20.054515838623047,18.503835678100586,18.963232040405273,380913102,219.752685546875,226.67788696289062,214.13043212890625,218.97059631347656,18179807469,4.1057820320129395,4.20423698425293,3.7942140102386475,3.879533052444458,423505999
2020-03-02,0.0022780001163482666,0.002369999885559082,0.0022559999488294125,0.002348999958485365,165788612,,,,,,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409,19.037860870361328,20.05397605895996,18.781808853149414,19.814064025878906,428747453,218.7116241455078,232.81158447265625,217.28428649902344,230.5697784423828,20305587789,3.8802530765533447,4.313528060913086,3.8301000595092773,4.2150068283081055,437170132
2020-03-03,0.0023479999508708715,0.002524999901652336,0.0023159999400377274,0.002498999936506152,174988479,,,,,,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821,19.787628173828125,20.359586715698242,19.34406089782715,19.637189865112305,355662760,230.5239715576172,232.3258056640625,221.732666015625,224.47962951660156,19853178572,4.214069843292236,4.657595157623291,4.1546430587768555,4.583631992340088,518469329
2020-03-04,0.0024999999441206455,0.0025080000050365925,0.0023670000955462456,0.0023980000987648964,144601436,,,,,,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368,19.66348648071289,20.22895622253418,19.59246063232422,19.95918846130371,363898093,224.56533813476562,228.04042053222656,222.08888244628906,224.51797485351562,16567075208,4.582993984222412,4.9504499435424805,4.563704013824463,4.644871234893799,662474676
2020-03-05,0.0023990001063793898,0.0025309999473392963,0.0023950000759214163,0.0025059999898076057,104912777,,,,,,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597,19.96246910095215,21.467180252075195,19.955732345581055,20.802030563354492,424802925,224.6418914794922,234.3644561767578,224.6418914794922,229.2681884765625,18201291785,4.642681121826172,4.88531494140625,4.635666847229004,4.721253871917725,542142056
2020-03-06,0.002503999974578619,0.002517000073567033,0.0024470000062137842,0.002495999913662672,100268192,,,,,,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651,20.8270263671875,21.701671600341797,20.783857345581055,21.288389205932617,449180749,229.16842651367188,243.5549774169922,228.7435760498047,243.52529907226562,19374772256,4.720170021057129,4.7458977699279785,4.570166110992432,4.678497791290283,384700765
